iter	Passed	Remaining
323	719	1500
324	721	1497
325	722	1494
326	724	1490
327	725	1487
328	727	1483
329	729	1480
330	731	1477
331	732	1474
332	734	1471
333	736	1468
334	738	1465
335	739	1462
336	741	1459
337	743	1456
338	745	1452
339	746	1449
340	748	1446
341	750	1443
342	752	1440
343	753	1437
344	755	1434
345	757	1432
346	759	1428
347	760	1425
348	762	1422
349	764	1419
350	765	1416
351	767	1412
352	769	1409
353	770	1406
354	772	1404
355	774	1401
356	776	1398
357	777	1394
358	779	1391
359	780	1388
360	782	1385
361	784	1381
362	786	1379
363	788	1377
364	789	1374
365	791	1371
366	793	1369
367	795	1366
368	797	1363
369	798	1359
370	801	1358
371	803	1355
372	804	1352
373	806	1349
374	807	1346
375	809	1343
376	811	1340
377	813	1338
378	815	1335
379	816	1332
380	818	1329
381	820	1326
382	821	1324
383	823	1320
384	825	1317
385	826	1314
386	829	1314
387	831	1311
388	833	1308
389	834	1306
390	836	1303
391	838	1300
392	840	1298
393	842	1296
394	844	1293
395	846	1290
396	847	1287
397	849	1285
398	851	1282
399	853	1279
400	855	1277
401	857	1275
402	859	1272
403	860	1269
404	862	1266
405	863	1263
406	865	1261
407	867	1258
408	869	1255
409	871	1254
410	873	1251
411	875	1249
412	876	1246
413	878	1243
414	880	1240
415	883	1239
416	885	1237
417	887	1235
418	888	1232
419	890	1229
420	892	1227
421	893	1224
422	895	1221
423	897	1219
424	899	1216
425	901	1214
426	902	1211
427	904	1208
428	906	1206
429	907	1203
430	909	1200
431	911	1197
432	912	1195
433	914	1193
434	916	1190
435	918	1187
436	919	1184
437	921	1182
438	923	1179
439	924	1176
440	926	1174
441	928	1171
442	929	1168
443	931	1166
444	932	1163
445	934	1160
446	936	1158
447	937	1155
448	939	1153
449	941	1150
450	943	1148
451	944	1145
452	946	1142
453	947	1139
454	949	1137
455	950	1134
456	952	1131
457	954	1129
458	956	1127
459	957	1124
460	959	1121
461	961	1119
462	962	1116
463	964	1114
464	966	1111
465	968	1109
466	970	1107
467	971	1104
468	973	1102
469	975	1099
470	977	1097
471	978	1095
472	980	1092
473	982	1090
474	984	1088
475	986	1085
476	987	1083
477	989	1080
478	991	1078
479	993	1075
480	994	1073
481	996	1070
482	998	1068
483	1000	1066
484	1001	1063
485	1003	1061
486	1005	1059
487	1007	1056
488	1008	1054
489	1010	1051
490	1012	1049
491	1013	1046
492	1015	1044
493	1017	1041
494	1018	1039
495	1020	1036
496	1022	1034
497	1023	1031
498	1025	1029
499	1026	1026
500	1028	1024
501	1030	1022
502	1031	1019
503	1033	1017
504	1035	1014
505	1036	1012
506	1038	1009
507	1040	1007
508	1041	1005
509	1043	1002
510	1045	1000
511	1046	997
512	1048	995
513	1049	992
514	1051	990
515	1053	988
516	1055	985
517	1056	983
518	1058	980
519	1059	978
520	1061	975
521	1063	973
522	1064	970
523	1066	968
524	1068	966
525	1069	963
526	1071	961
527	1072	959
528	1074	956
529	1075	954
530	1077	951
531	1078	949
532	1080	946
533	1082	944
534	1084	942
535	1086	940
536	1088	938
537	1089	935
538	1091	933
539	1092	931
540	1094	928
541	1096	926
542	1098	924
543	1100	922
544	1101	919
545	1103	917
546	1104	915
547	1106	912
548	1108	910
549	1109	908
550	1111	905
551	1113	903
552	1114	901
553	1116	898
554	1117	896
555	1119	893
556	1120	891
557	1122	889
558	1124	886
559	1125	884
560	1127	882
561	1129	880
562	1130	877
563	1132	875
564	1133	872
565	1135	870
566	1137	868
567	1139	866
568	1141	864
569	1143	862
570	1144	860
571	1146	857
572	1148	855
573	1149	853
574	1152	851
575	1154	849
576	1155	847
577	1157	845
578	1159	843
579	1160	840
580	1162	838
581	1165	836
582	1167	834
583	1169	832
584	1170	830
585	1172	828
586	1174	826
587	1175	823
588	1177	821
589	1179	819
590	1181	817
591	1183	815
592	1184	813
593	1186	810
594	1187	808
595	1189	806
596	1191	804
597	1193	802
598	1195	800
599	1197	798
600	1199	796
601	1201	794
602	1202	791
603	1204	789
604	1206	787
605	1208	785
606	1210	783
607	1211	781
608	1213	779
609	1214	776
610	1216	774
611	1218	772
612	1220	770
613	1221	768
614	1223	766
615	1225	763
616	1227	761
617	1228	759
618	1230	757
619	1231	755
620	1233	752
621	1235	750
622	1236	748
623	1238	746
624	1240	744
625	1241	741
626	1243	739
627	1244	737
628	1246	735
629	1247	732
630	1249	730
631	1251	728
632	1253	726
633	1254	724
634	1256	722
635	1257	719
636	1259	717
637	1261	715
638	1262	713
639	1264	711
640	1266	709
641	1268	707
642	1269	705
643	1271	702
644	1273	700
645	1274	698
646	1276	696
647	1278	694
648	1279	692
649	1281	689
650	1283	687
651	1284	685
652	1286	683
653	1287	681
654	1289	679
655	1290	676
656	1292	674
657	1294	672
658	1296	670
659	1297	668
660	1299	666
661	1300	664
662	1302	661
663	1303	659
664	1305	657
665	1307	655
666	1308	653
667	1310	651
668	1312	649
669	1314	647
670	1315	645
671	1317	642
672	1318	640
673	1320	638
674	1322	636
675	1323	634
676	1325	632
677	1327	630
678	1328	628
679	1330	625
680	1331	623
681	1333	621
682	1335	619
683	1337	617
684	1338	615
685	1340	613
686	1341	611
687	1343	609
688	1344	607
689	1346	604
690	1348	602
691	1350	600
692	1351	598
693	1353	596
694	1355	594
695	1356	592
696	1358	590
697	1359	588
698	1361	586
699	1363	584
700	1365	582
701	1366	580
702	1368	578
703	1369	575
704	1371	573
705	1373	571
706	1374	569
707	1376	567
708	1378	565
709	1379	563
710	1381	561
711	1383	559
712	1384	557
713	1386	555
714	1387	553
715	1389	551
716	1391	549
717	1393	547
718	1394	545
719	1396	542
720	1397	540
721	1399	538
722	1400	536
723	1402	534
724	1403	532
725	1405	530
726	1407	528
727	1409	526
728	1410	524
729	1412	522
730	1414	520
731	1415	518
732	1417	516
733	1419	514
734	1420	512
735	1422	510
736	1424	508
737	1425	506
738	1427	504
739	1429	502
740	1430	500
741	1432	498
742	1434	496
743	1436	494
744	1437	492
745	1439	490
746	1440	487
747	1442	485
748	1443	483
749	1445	481
750	1447	479
751	1449	478
752	1451	476
753	1453	474
754	1455	472
755	1456	470
756	1458	468
757	1460	466
758	1462	464
759	1463	462
760	1465	460
761	1466	458
762	1468	456
763	1470	454
764	1471	452
765	1473	450
766	1475	448
767	1477	446
768	1479	444
769	1481	442
770	1482	440
771	1483	438
772	1485	436
773	1487	434
774	1489	432
775	1490	430
776	1492	428
777	1494	426
778	1496	424
779	1497	422
780	1499	420
781	1500	418
782	1502	416
783	1504	414
784	1505	412
785	1507	410
786	1509	408
787	1510	406
788	1512	404
789	1513	402
790	1515	400
791	1517	398
792	1519	396
793	1521	394
794	1522	392
795	1524	390
796	1525	388
797	1527	386
798	1529	384
799	1531	382
800	1533	380
801	1534	378
802	1536	376
803	1538	374
804	1539	372
805	1541	370
806	1542	369
807	1544	367
808	1546	365
809	1548	363
810	1549	361
811	1551	359
812	1553	357
813	1554	355
814	1556	353
815	1557	351
816	1559	349
817	1561	347
818	1563	345
819	1564	343
820	1566	341
821	1567	339
822	1569	337
823	1570	335
824	1572	333
825	1574	331
826	1575	329
827	1577	327
828	1579	325
829	1580	323
830	1582	321
831	1584	319
832	1585	317
833	1587	315
834	1589	314
835	1590	312
836	1592	310
837	1593	308
838	1595	306
839	1597	304
840	1598	302
841	1600	300
842	1603	298
843	1604	296
844	1606	294
845	1607	292
846	1609	290
847	1611	288
848	1612	286
849	1614	284
850	1616	282
851	1618	281
852	1619	279
853	1621	277
854	1622	275
855	1624	273
856	1625	271
857	1627	269
858	1628	267
859	1630	265
860	1632	263
861	1634	261
862	1636	259
863	1638	257
864	1639	255
865	1641	253
866	1643	252
867	1645	250
868	1646	248
869	1648	246
870	1650	244
871	1651	242
872	1653	240
873	1655	238
874	1656	236
875	1658	234
876	1660	232
877	1661	230
878	1663	228
879	1665	227
880	1666	225
881	1668	223
882	1669	221
883	1671	219
884	1673	217
885	1674	215
886	1676	213
887	1678	211
888	1679	209
889	1681	207
890	1683	205
891	1684	203
892	1686	202
893	1688	200
894	1690	198
895	1691	196
896	1693	194
897	1694	192
898	1696	190
899	1697	188
900	1699	186
901	1701	184
902	1703	182
903	1704	181
904	1706	179
905	1708	177
906	1709	175
907	1711	173
908	1712	171
909	1714	169
910	1716	167
911	1718	165
912	1720	163
913	1721	161
914	1723	160
915	1724	158
916	1726	156
917	1728	154
918	1729	152
919	1732	150
920	1733	148
921	1735	146
922	1736	144
923	1738	142
924	1740	141
925	1741	139
926	1743	137
927	1745	135
928	1747	133
929	1748	131
930	1750	129
931	1751	127
932	1753	125
933	1754	123
934	1756	122
935	1758	120
936	1759	118
937	1761	116
938	1762	114
939	1764	112
940	1766	110
941	1767	108
942	1769	106
943	1770	105
944	1772	103
945	1774	101
946	1775	99
947	1777	97
948	1778	95
949	1780	93
950	1782	91
951	1783	89
952	1785	88
953	1787	86
954	1789	84
955	1791	82
956	1792	80
957	1794	78
958	1795	76
959	1797	74
960	1799	73
961	1801	71
962	1803	69
963	1804	67
964	1806	65
965	1807	63
966	1809	61
967	1810	59
968	1814	58
969	1815	56
970	1817	54
971	1819	52
972	1821	50
973	1822	48
974	1824	46
975	1825	44
976	1827	43
977	1829	41
978	1831	39
979	1832	37
980	1834	35
981	1836	33
982	1837	31
983	1839	29
984	1840	28
985	1842	26
986	1844	24
987	1846	22
988	1847	20
989	1849	18
990	1850	16
991	1852	14
992	1854	13
993	1857	11
994	1859	9
995	1860	7
996	1862	5
997	1864	3
998	1865	1
999	1867	0
